MM/DD/YY,HH/MM/SS,Hour,Centigrade,%RH
04/02/2024,17:11:53,17:00:00,21.4,38.90%
04/02/2024,17:12:53,17:00:00,21.4,38.90%
04/02/2024,17:13:53,17:00:00,21.4,38.90%
04/02/2024,17:14:53,17:00:00,21.4,38.90%
04/02/2024,17:15:53,17:00:00,21.4,38.90%
04/02/2024,17:16:53,17:00:00,21.4,38.90%
04/02/2024,17:17:53,17:00:00,21.4,38.90%
04/02/2024,17:18:53,17:00:00,21.4,38.90%
04/02/2024,17:19:53,17:00:00,21.4,38.90%
04/02/2024,17:20:53,17:00:00,21.4,38.90%
04/02/2024,17:21:53,17:00:00,21.4,38.90%
04/02/2024,17:22:53,17:00:00,21.4,38.90%
04/02/2024,17:23:53,17:00:00,21.4,38.90%
04/02/2024,17:24:53,17:00:00,21.4,38.80%
04/02/2024,17:25:53,17:00:00,21.4,38.90%
04/02/2024,17:26:53,17:00:00,21.4,38.90%
04/02/2024,17:27:53,17:00:00,21.4,38.80%
04/02/2024,17:28:53,17:00:00,21.4,38.90%
04/02/2024,17:29:53,17:00:00,21.4,38.90%
04/02/2024,17:30:53,17:00:00,21.4,38.90%
04/02/2024,17:31:53,17:00:00,21.4,38.90%
04/02/2024,17:32:53,17:00:00,21.4,38.80%
04/02/2024,17:33:53,17:00:00,21.4,38.80%
04/02/2024,17:34:53,17:00:00,21.5,38.80%
04/02/2024,17:35:53,17:00:00,21.4,38.80%
04/02/2024,17:36:53,17:00:00,21.4,38.90%
04/02/2024,17:37:53,17:00:00,21.5,38.90%
04/02/2024,17:38:53,17:00:00,21.5,38.90%
04/02/2024,17:39:53,17:00:00,21.4,38.80%
04/02/2024,17:40:53,17:00:00,21.5,38.80%
04/02/2024,17:41:53,17:00:00,21.4,38.80%
04/02/2024,17:42:53,17:00:00,21.5,38.80%
04/02/2024,17:43:53,17:00:00,21.5,38.80%
04/02/2024,17:44:53,17:00:00,21.5,38.80%
04/02/2024,17:45:53,17:00:00,21.5,38.80%
04/02/2024,17:46:53,17:00:00,21.5,38.80%
04/02/2024,17:47:53,17:00:00,21.5,38.80%
04/02/2024,17:48:53,17:00:00,21.5,38.80%
04/02/2024,17:49:53,17:00:00,21.5,38.80%
04/02/2024,17:50:53,17:00:00,21.5,38.80%
04/02/2024,17:51:53,17:00:00,21.5,38.80%
04/02/2024,17:52:53,17:00:00,21.5,38.80%
04/02/2024,17:53:53,17:00:00,21.5,38.80%
04/02/2024,17:54:53,17:00:00,21.5,38.80%
04/02/2024,17:55:53,17:00:00,21.5,38.80%
04/02/2024,17:56:53,17:00:00,21.5,38.80%
04/02/2024,17:57:53,17:00:00,21.5,38.80%
04/02/2024,17:58:53,17:00:00,21.5,38.80%
04/02/2024,17:59:53,17:00:00,21.5,38.80%
04/02/2024,18:00:53,18:00:00,21.5,38.80%
04/02/2024,18:01:53,18:00:00,21.5,38.80%
04/02/2024,18:02:53,18:00:00,21.5,38.80%
04/02/2024,18:03:53,18:00:00,21.5,38.70%
04/02/2024,18:04:53,18:00:00,21.5,38.80%
04/02/2024,18:05:53,18:00:00,21.5,38.70%
04/02/2024,18:06:53,18:00:00,21.5,38.80%
04/02/2024,18:07:53,18:00:00,21.5,38.70%
04/02/2024,18:08:53,18:00:00,21.5,38.80%
04/02/2024,18:09:53,18:00:00,21.5,38.80%
04/02/2024,18:10:53,18:00:00,21.5,38.80%
04/02/2024,18:11:53,18:00:00,21.5,38.70%
04/02/2024,18:12:53,18:00:00,21.5,38.70%
04/02/2024,18:13:53,18:00:00,21.5,38.70%
04/02/2024,18:14:53,18:00:00,21.5,38.70%
04/02/2024,18:15:53,18:00:00,21.6,38.70%
04/02/2024,18:16:53,18:00:00,21.5,38.70%
04/02/2024,18:17:53,18:00:00,21.6,38.70%
04/02/2024,18:18:53,18:00:00,21.6,38.70%
04/02/2024,18:19:53,18:00:00,21.6,38.70%
04/02/2024,18:20:53,18:00:00,21.6,38.70%
04/02/2024,18:21:53,18:00:00,21.6,38.60%
04/02/2024,18:22:53,18:00:00,21.5,38.60%
04/02/2024,18:23:53,18:00:00,21.6,38.70%
04/02/2024,18:24:53,18:00:00,21.6,38.70%
04/02/2024,18:25:53,18:00:00,21.6,38.60%
04/02/2024,18:26:53,18:00:00,21.6,38.60%
04/02/2024,18:27:53,18:00:00,21.6,38.60%
04/02/2024,18:28:53,18:00:00,21.6,38.60%
04/02/2024,18:29:53,18:00:00,21.6,38.60%
04/02/2024,18:30:53,18:00:00,21.6,38.60%
04/02/2024,18:31:53,18:00:00,21.6,38.70%
04/02/2024,18:32:53,18:00:00,21.6,38.60%
04/02/2024,18:33:53,18:00:00,21.7,38.60%
04/02/2024,18:34:53,18:00:00,21.7,38.60%
04/02/2024,18:35:53,18:00:00,21.7,38.60%
04/02/2024,18:36:53,18:00:00,21.7,38.60%
04/02/2024,18:37:53,18:00:00,21.7,38.60%
04/02/2024,18:38:53,18:00:00,21.7,38.50%
04/02/2024,18:39:53,18:00:00,21.7,38.60%
04/02/2024,18:40:53,18:00:00,21.7,38.60%
04/02/2024,18:41:53,18:00:00,21.7,38.60%
04/02/2024,18:42:53,18:00:00,21.7,38.60%
04/02/2024,18:43:53,18:00:00,21.7,38.60%
04/02/2024,18:44:53,18:00:00,21.7,38.60%
04/02/2024,18:45:53,18:00:00,21.7,38.60%
04/02/2024,18:46:53,18:00:00,21.8,38.60%
04/02/2024,18:47:53,18:00:00,21.8,38.60%
04/02/2024,18:48:53,18:00:00,21.8,38.60%
04/02/2024,18:49:53,18:00:00,21.8,38.50%
04/02/2024,18:50:53,18:00:00,21.8,38.50%
04/02/2024,18:51:53,18:00:00,21.8,38.50%
04/02/2024,18:52:53,18:00:00,21.8,38.50%
04/02/2024,18:53:53,18:00:00,21.8,38.60%
04/02/2024,18:54:53,18:00:00,21.8,38.50%
04/02/2024,18:55:53,18:00:00,21.8,38.60%
04/02/2024,18:56:53,18:00:00,21.9,38.60%
04/02/2024,18:57:53,18:00:00,21.9,38.60%
04/02/2024,18:58:53,18:00:00,21.9,38.50%
04/02/2024,18:59:53,18:00:00,21.9,38.60%
04/02/2024,19:00:53,19:00:00,21.9,38.50%
04/02/2024,19:01:53,19:00:00,21.9,38.50%
04/02/2024,19:02:53,19:00:00,21.9,38.50%
04/02/2024,19:03:53,19:00:00,21.9,38.50%
04/02/2024,19:04:53,19:00:00,21.9,38.50%
04/02/2024,19:05:53,19:00:00,21.9,38.60%
04/02/2024,19:06:53,19:00:00,22,38.50%
04/02/2024,19:07:53,19:00:00,22,38.50%
04/02/2024,19:08:53,19:00:00,22,38.50%
04/02/2024,19:09:53,19:00:00,22,38.50%
04/02/2024,19:10:53,19:00:00,22,38.50%
04/02/2024,19:11:53,19:00:00,22,38.50%
04/02/2024,19:12:53,19:00:00,22,38.40%
04/02/2024,19:13:53,19:00:00,22,38.50%
04/02/2024,19:14:53,19:00:00,22.1,38.50%
04/02/2024,19:15:53,19:00:00,22.1,38.50%
04/02/2024,19:16:53,19:00:00,22.1,38.50%
04/02/2024,19:17:53,19:00:00,22.1,38.40%
04/02/2024,19:18:53,19:00:00,22.1,38.50%
04/02/2024,19:19:53,19:00:00,22.1,38.50%
04/02/2024,19:20:53,19:00:00,22.1,38.40%
04/02/2024,19:21:53,19:00:00,22.1,38.40%
04/02/2024,19:22:53,19:00:00,22.1,38.50%
04/02/2024,19:23:53,19:00:00,22.1,38.40%
04/02/2024,19:24:53,19:00:00,22.1,38.50%
04/02/2024,19:25:53,19:00:00,22.2,38.40%
04/02/2024,19:26:53,19:00:00,22.2,38.40%
04/02/2024,19:27:53,19:00:00,22.2,38.50%
04/02/2024,19:28:53,19:00:00,22.2,38.40%
04/02/2024,19:29:53,19:00:00,22.2,38.40%
04/02/2024,19:30:53,19:00:00,22.2,38.40%
04/02/2024,19:31:53,19:00:00,22.2,38.40%
04/02/2024,19:32:53,19:00:00,22.2,38.50%
04/02/2024,19:33:53,19:00:00,22.2,38.40%
04/02/2024,19:34:53,19:00:00,22.2,38.40%
04/02/2024,19:35:53,19:00:00,22.3,38.40%
04/02/2024,19:36:53,19:00:00,22.3,38.40%
04/02/2024,19:37:53,19:00:00,22.3,38.40%
04/02/2024,19:38:53,19:00:00,22.2,38.40%
04/02/2024,19:39:53,19:00:00,22.3,38.40%
04/02/2024,19:40:53,19:00:00,22.3,38.40%
04/02/2024,19:41:53,19:00:00,22.3,38.40%
04/02/2024,19:42:53,19:00:00,22.3,38.40%
04/02/2024,19:43:53,19:00:00,22.3,38.40%
04/02/2024,19:44:53,19:00:00,22.3,38.40%
04/02/2024,19:45:53,19:00:00,22.3,38.40%
04/02/2024,19:46:53,19:00:00,22.3,38.40%
04/02/2024,19:47:53,19:00:00,22.3,38.40%
04/02/2024,19:48:53,19:00:00,22.3,38.40%
04/02/2024,19:49:53,19:00:00,22.3,38.40%
04/02/2024,19:50:53,19:00:00,22.3,38.40%
04/02/2024,19:51:53,19:00:00,22.3,38.40%
04/02/2024,19:52:53,19:00:00,22.3,38.40%
04/02/2024,19:53:53,19:00:00,22.3,38.40%
04/02/2024,19:54:53,19:00:00,22.3,38.30%
04/02/2024,19:55:53,19:00:00,22.3,38.30%
04/02/2024,19:56:53,19:00:00,22.3,38.40%
04/02/2024,19:57:53,19:00:00,22.3,38.30%
04/02/2024,19:58:53,19:00:00,22.3,38.30%
04/02/2024,19:59:53,19:00:00,22.3,38.30%
04/02/2024,20:00:53,20:00:00,22.3,38.30%
04/02/2024,20:01:53,20:00:00,22.3,38.40%
04/02/2024,20:02:53,20:00:00,22.3,38.40%
04/02/2024,20:03:53,20:00:00,22.3,38.40%
04/02/2024,20:04:53,20:00:00,22.3,38.20%
04/02/2024,20:05:53,20:00:00,22.3,38.30%
04/02/2024,20:06:53,20:00:00,22.3,38.30%
04/02/2024,20:07:53,20:00:00,22.3,38.30%
04/02/2024,20:08:53,20:00:00,22.3,38.30%
04/02/2024,20:09:53,20:00:00,22.3,38.30%
04/02/2024,20:10:53,20:00:00,22.3,38.30%
04/02/2024,20:11:53,20:00:00,22.3,38.30%
04/02/2024,20:12:53,20:00:00,22.3,38.30%
04/02/2024,20:13:53,20:00:00,22.3,38.30%
04/02/2024,20:14:53,20:00:00,22.3,38.30%
04/02/2024,20:15:53,20:00:00,22.3,38.20%
04/02/2024,20:16:53,20:00:00,22.3,38.30%
04/02/2024,20:17:53,20:00:00,22.2,38.30%
04/02/2024,20:18:53,20:00:00,22.3,38.30%
04/02/2024,20:19:53,20:00:00,22.3,38.30%
04/02/2024,20:20:53,20:00:00,22.3,38.20%
04/02/2024,20:21:53,20:00:00,22.3,38.30%
04/02/2024,20:22:53,20:00:00,22.2,38.30%
04/02/2024,20:23:53,20:00:00,22.2,38.30%
04/02/2024,20:24:53,20:00:00,22.3,38.30%
04/02/2024,20:25:53,20:00:00,22.3,38.20%
04/02/2024,20:26:53,20:00:00,22.3,38.30%
04/02/2024,20:27:53,20:00:00,22.2,38.20%
04/02/2024,20:28:53,20:00:00,22.3,38.30%
04/02/2024,20:29:53,20:00:00,22.3,38.20%
04/02/2024,20:30:53,20:00:00,22.2,38.20%
04/02/2024,20:31:53,20:00:00,22.2,38.30%
04/02/2024,20:32:53,20:00:00,22.2,38.30%
04/02/2024,20:33:53,20:00:00,22.2,38.30%
04/02/2024,20:34:53,20:00:00,22.2,38.20%
04/02/2024,20:35:53,20:00:00,22.2,38.30%
04/02/2024,20:36:53,20:00:00,22.2,38.30%
04/02/2024,20:37:53,20:00:00,22.2,38.30%
04/02/2024,20:38:53,20:00:00,22.2,38.30%
04/02/2024,20:39:53,20:00:00,22.2,38.20%
04/02/2024,20:40:53,20:00:00,22.2,38.20%
04/02/2024,20:41:53,20:00:00,22.2,38.30%
04/02/2024,20:42:53,20:00:00,22.2,38.20%
04/02/2024,20:43:53,20:00:00,22.2,38.20%
04/02/2024,20:44:53,20:00:00,22.2,38.20%
04/02/2024,20:45:53,20:00:00,22.2,38.30%
04/02/2024,20:46:53,20:00:00,22.2,38.20%
04/02/2024,20:47:53,20:00:00,22.2,38.20%
04/02/2024,20:48:53,20:00:00,22.2,38.30%
04/02/2024,20:49:53,20:00:00,22.2,38.20%
04/02/2024,20:50:53,20:00:00,22.2,38.30%
04/02/2024,20:51:53,20:00:00,22.2,38.30%
04/02/2024,20:52:53,20:00:00,22.2,38.20%
04/02/2024,20:53:53,20:00:00,22.2,38.30%
04/02/2024,20:54:53,20:00:00,22.2,38.30%
04/02/2024,20:55:53,20:00:00,22.2,38.30%
04/02/2024,20:56:53,20:00:00,22.2,38.30%
04/02/2024,20:57:53,20:00:00,22.2,38.30%
04/02/2024,20:58:53,20:00:00,22.2,38.30%
04/02/2024,20:59:53,20:00:00,22.2,38.30%
04/02/2024,21:00:53,21:00:00,22.2,38.30%
04/02/2024,21:01:53,21:00:00,22.2,38.30%
04/02/2024,21:02:53,21:00:00,22.2,38.20%
04/02/2024,21:03:53,21:00:00,22.2,38.30%
04/02/2024,21:04:53,21:00:00,22.2,38.20%
04/02/2024,21:05:53,21:00:00,22.2,38.30%
04/02/2024,21:06:53,21:00:00,22.2,38.30%
04/02/2024,21:07:53,21:00:00,22.2,38.30%
04/02/2024,21:08:53,21:00:00,22.2,38.30%
04/02/2024,21:09:53,21:00:00,22.2,38.30%
04/02/2024,21:10:53,21:00:00,22.2,38.20%
04/02/2024,21:11:53,21:00:00,22.2,38.30%
04/02/2024,21:12:53,21:00:00,22.2,38.30%
04/02/2024,21:13:53,21:00:00,22.2,38.30%
04/02/2024,21:14:53,21:00:00,22.2,38.20%
04/02/2024,21:15:53,21:00:00,22.2,38.20%
04/02/2024,21:16:53,21:00:00,22.2,38.20%
04/02/2024,21:17:53,21:00:00,22.1,38.30%
04/02/2024,21:18:53,21:00:00,22.2,38.30%
04/02/2024,21:19:53,21:00:00,22.2,38.20%
04/02/2024,21:20:53,21:00:00,22.2,38.30%
04/02/2024,21:21:53,21:00:00,22.2,38.30%
04/02/2024,21:22:53,21:00:00,22.2,38.30%
04/02/2024,21:23:53,21:00:00,22.2,38.20%
04/02/2024,21:24:53,21:00:00,22.2,38.30%
04/02/2024,21:25:53,21:00:00,22.2,38.20%
04/02/2024,21:26:53,21:00:00,22.1,38.20%
04/02/2024,21:27:53,21:00:00,22.1,38.30%
04/02/2024,21:28:53,21:00:00,22.2,38.30%
04/02/2024,21:29:53,21:00:00,22.2,38.30%
04/02/2024,21:30:53,21:00:00,22.1,38.20%
04/02/2024,21:31:53,21:00:00,22.1,38.30%
04/02/2024,21:32:53,21:00:00,22.1,38.30%
04/02/2024,21:33:53,21:00:00,22.1,38.30%
04/02/2024,21:34:53,21:00:00,22.2,38.30%
04/02/2024,21:35:53,21:00:00,22.2,38.30%
04/02/2024,21:36:53,21:00:00,22.1,38.30%
04/02/2024,21:37:53,21:00:00,22.1,38.30%
04/02/2024,21:38:53,21:00:00,22.1,38.30%
04/02/2024,21:39:53,21:00:00,22.1,38.30%
04/02/2024,21:40:53,21:00:00,22.1,38.30%
04/02/2024,21:41:53,21:00:00,22.1,38.30%
04/02/2024,21:42:53,21:00:00,22.1,38.30%
04/02/2024,21:43:53,21:00:00,22.1,38.30%
04/02/2024,21:44:53,21:00:00,22.1,38.30%
04/02/2024,21:45:53,21:00:00,22.2,38.30%
04/02/2024,21:46:53,21:00:00,22.1,38.30%
04/02/2024,21:47:53,21:00:00,22.1,38.30%
04/02/2024,21:48:53,21:00:00,22.1,38.30%
04/02/2024,21:49:53,21:00:00,22.1,38.30%
04/02/2024,21:50:53,21:00:00,22.1,38.30%
04/02/2024,21:51:53,21:00:00,22.1,38.30%
04/02/2024,21:52:53,21:00:00,22.1,38.30%
04/02/2024,21:53:53,21:00:00,22.1,38.30%
04/02/2024,21:54:53,21:00:00,22.1,38.30%
04/02/2024,21:55:53,21:00:00,22.1,38.30%
04/02/2024,21:56:53,21:00:00,22.1,38.40%
04/02/2024,21:57:53,21:00:00,22.1,38.40%
04/02/2024,21:58:53,21:00:00,22.1,38.40%
04/02/2024,21:59:53,21:00:00,22.1,38.30%
04/02/2024,22:00:53,22:00:00,22.1,38.30%
04/02/2024,22:01:53,22:00:00,22.1,38.30%
04/02/2024,22:02:53,22:00:00,22.1,38.40%
04/02/2024,22:03:53,22:00:00,22.1,38.40%
04/02/2024,22:04:53,22:00:00,22.1,38.30%
04/02/2024,22:05:53,22:00:00,22.1,38.40%
04/02/2024,22:06:53,22:00:00,22.1,38.40%
04/02/2024,22:07:53,22:00:00,22.1,38.40%
04/02/2024,22:08:53,22:00:00,22.1,38.40%
04/02/2024,22:09:53,22:00:00,22.1,38.40%
04/02/2024,22:10:53,22:00:00,22.1,38.40%
04/02/2024,22:11:53,22:00:00,22.1,38.40%
04/02/2024,22:12:53,22:00:00,22.1,38.40%
04/02/2024,22:13:53,22:00:00,22.1,38.40%
04/02/2024,22:14:53,22:00:00,22.1,38.40%
04/02/2024,22:15:53,22:00:00,22.1,38.50%
04/02/2024,22:16:53,22:00:00,22.1,38.50%
04/02/2024,22:17:53,22:00:00,22.1,38.40%
04/02/2024,22:18:53,22:00:00,22.1,38.40%
04/02/2024,22:19:53,22:00:00,22.1,38.40%
04/02/2024,22:20:53,22:00:00,22.1,38.40%
04/02/2024,22:21:53,22:00:00,22.1,38.40%
04/02/2024,22:22:53,22:00:00,22.1,38.50%
04/02/2024,22:23:53,22:00:00,22.1,38.40%
04/02/2024,22:24:53,22:00:00,22.1,38.40%
04/02/2024,22:25:53,22:00:00,22.1,38.40%
04/02/2024,22:26:53,22:00:00,22.1,38.40%
04/02/2024,22:27:53,22:00:00,22.1,38.40%
04/02/2024,22:28:53,22:00:00,22.1,38.50%
04/02/2024,22:29:53,22:00:00,22.1,38.40%
04/02/2024,22:30:53,22:00:00,22.1,38.40%
04/02/2024,22:31:53,22:00:00,22.1,38.50%
04/02/2024,22:32:53,22:00:00,22.1,38.40%
04/02/2024,22:33:53,22:00:00,22.1,38.40%
04/02/2024,22:34:53,22:00:00,22.1,38.50%
04/02/2024,22:35:53,22:00:00,22.1,38.50%
04/02/2024,22:36:53,22:00:00,22.1,38.50%
04/02/2024,22:37:53,22:00:00,22.1,38.50%
04/02/2024,22:38:53,22:00:00,22.1,38.40%
04/02/2024,22:39:53,22:00:00,22.1,38.40%
04/02/2024,22:40:53,22:00:00,22.1,38.40%
04/02/2024,22:41:53,22:00:00,22.1,38.50%
04/02/2024,22:42:53,22:00:00,22.1,38.50%
04/02/2024,22:43:53,22:00:00,22.1,38.50%
04/02/2024,22:44:53,22:00:00,22.1,38.40%
04/02/2024,22:45:53,22:00:00,22.1,38.40%
04/02/2024,22:46:53,22:00:00,22.1,38.50%
04/02/2024,22:47:53,22:00:00,22,38.40%
04/02/2024,22:48:53,22:00:00,22.1,38.40%
04/02/2024,22:49:53,22:00:00,22.1,38.50%
04/02/2024,22:50:53,22:00:00,22.1,38.50%
04/02/2024,22:51:53,22:00:00,22.1,38.50%
04/02/2024,22:52:53,22:00:00,22.1,38.50%
04/02/2024,22:53:53,22:00:00,22.1,38.40%
04/02/2024,22:54:53,22:00:00,22.1,38.50%
04/02/2024,22:55:53,22:00:00,22.1,38.40%
04/02/2024,22:56:53,22:00:00,22.1,38.50%
04/02/2024,22:57:53,22:00:00,22.1,38.40%
04/02/2024,22:58:53,22:00:00,22.1,38.50%
04/02/2024,22:59:53,22:00:00,22.1,38.50%
04/02/2024,23:00:53,23:00:00,22.1,38.50%
04/02/2024,23:01:53,23:00:00,22.1,38.40%
04/02/2024,23:02:53,23:00:00,22.1,38.50%
04/02/2024,23:03:53,23:00:00,22.1,38.40%
04/02/2024,23:04:53,23:00:00,22.1,38.40%
04/02/2024,23:05:53,23:00:00,22.1,38.50%
04/02/2024,23:06:53,23:00:00,22.1,38.50%
04/02/2024,23:07:53,23:00:00,22.1,38.40%
04/02/2024,23:08:53,23:00:00,22.1,38.40%
04/02/2024,23:09:53,23:00:00,22.1,38.40%
04/02/2024,23:10:53,23:00:00,22.1,38.50%
04/02/2024,23:11:53,23:00:00,22.1,38.40%
04/02/2024,23:12:53,23:00:00,22.1,38.40%
04/02/2024,23:13:53,23:00:00,22.1,38.40%
04/02/2024,23:14:53,23:00:00,22.1,38.50%
04/02/2024,23:15:53,23:00:00,22.1,38.50%
04/02/2024,23:16:53,23:00:00,22.1,38.40%
04/02/2024,23:17:53,23:00:00,22.1,38.50%
04/02/2024,23:18:53,23:00:00,22,38.40%
04/02/2024,23:19:53,23:00:00,22.1,38.50%
04/02/2024,23:20:53,23:00:00,22.1,38.40%
04/02/2024,23:21:53,23:00:00,22.1,38.50%
04/02/2024,23:22:53,23:00:00,22.1,38.50%
04/02/2024,23:23:53,23:00:00,22,38.50%
04/02/2024,23:24:53,23:00:00,22,38.50%
04/02/2024,23:25:53,23:00:00,22.1,38.40%
04/02/2024,23:26:53,23:00:00,22.1,38.40%
04/02/2024,23:27:53,23:00:00,22.1,38.50%
04/02/2024,23:28:53,23:00:00,22.1,38.40%
04/02/2024,23:29:53,23:00:00,22.1,38.50%
04/02/2024,23:30:53,23:00:00,22,38.40%
04/02/2024,23:31:53,23:00:00,22,38.40%
04/02/2024,23:32:53,23:00:00,22,38.50%
04/02/2024,23:33:53,23:00:00,22.1,38.50%
04/02/2024,23:34:53,23:00:00,22,38.40%
04/02/2024,23:35:53,23:00:00,22.1,38.50%
04/02/2024,23:36:53,23:00:00,22,38.40%
04/02/2024,23:37:53,23:00:00,22,38.40%
04/02/2024,23:38:53,23:00:00,22,38.40%
04/02/2024,23:39:53,23:00:00,22.1,38.40%
04/02/2024,23:40:53,23:00:00,22,38.50%
04/02/2024,23:41:53,23:00:00,22,38.40%
04/02/2024,23:42:53,23:00:00,22,38.40%
04/02/2024,23:43:53,23:00:00,22,38.40%
04/02/2024,23:44:53,23:00:00,22,38.50%
04/02/2024,23:45:53,23:00:00,22,38.40%
04/02/2024,23:46:53,23:00:00,22,38.40%
04/02/2024,23:47:53,23:00:00,22,38.40%
04/02/2024,23:48:53,23:00:00,22,38.40%
04/02/2024,23:49:53,23:00:00,22,38.40%
04/02/2024,23:50:53,23:00:00,22,38.40%
04/02/2024,23:51:53,23:00:00,22,38.40%
04/02/2024,23:52:53,23:00:00,22,38.50%
04/02/2024,23:53:53,23:00:00,22,38.40%
04/02/2024,23:54:53,23:00:00,22,38.50%
04/02/2024,23:55:53,23:00:00,22,38.50%
04/02/2024,23:56:53,23:00:00,22,38.40%
04/02/2024,23:57:53,23:00:00,22,38.50%
04/02/2024,23:58:53,23:00:00,22,38.40%
04/02/2024,23:59:53,23:00:00,22,38.40%
04/03/2024,00:00:53,00:00:00,22,38.40%
04/03/2024,00:01:53,00:00:00,22,38.40%
04/03/2024,00:02:53,00:00:00,22,38.40%
04/03/2024,00:03:53,00:00:00,22,38.40%
04/03/2024,00:04:53,00:00:00,22,38.50%
04/03/2024,00:05:53,00:00:00,22,38.40%
04/03/2024,00:06:53,00:00:00,22,38.50%
04/03/2024,00:07:53,00:00:00,22,38.40%
04/03/2024,00:08:53,00:00:00,22,38.40%
04/03/2024,00:09:53,00:00:00,22,38.40%
04/03/2024,00:10:53,00:00:00,22,38.40%
04/03/2024,00:11:53,00:00:00,22,38.40%
04/03/2024,00:12:53,00:00:00,22,38.40%
04/03/2024,00:13:53,00:00:00,22,38.40%
04/03/2024,00:14:53,00:00:00,22,38.40%
04/03/2024,00:15:53,00:00:00,22,38.40%
04/03/2024,00:16:53,00:00:00,22,38.40%
04/03/2024,00:17:53,00:00:00,22,38.40%
04/03/2024,00:18:53,00:00:00,22,38.40%
04/03/2024,00:19:53,00:00:00,22,38.40%
04/03/2024,00:20:53,00:00:00,22,38.40%
04/03/2024,00:21:53,00:00:00,22,38.40%
04/03/2024,00:22:53,00:00:00,22,38.40%
04/03/2024,00:23:53,00:00:00,22,38.40%
04/03/2024,00:24:53,00:00:00,22,38.40%
04/03/2024,00:25:53,00:00:00,22,38.40%
04/03/2024,00:26:53,00:00:00,22,38.40%
04/03/2024,00:27:53,00:00:00,22,38.40%
04/03/2024,00:28:53,00:00:00,22,38.40%
04/03/2024,00:29:53,00:00:00,22,38.40%
04/03/2024,00:30:53,00:00:00,22,38.40%
04/03/2024,00:31:53,00:00:00,22,38.40%
04/03/2024,00:32:53,00:00:00,22,38.40%
04/03/2024,00:33:53,00:00:00,22,38.40%
04/03/2024,00:34:53,00:00:00,22,38.40%
04/03/2024,00:35:53,00:00:00,22,38.40%
04/03/2024,00:36:53,00:00:00,22,38.40%
04/03/2024,00:37:53,00:00:00,22,38.40%
04/03/2024,00:38:53,00:00:00,22,38.40%
04/03/2024,00:39:53,00:00:00,22,38.40%
04/03/2024,00:40:53,00:00:00,22,38.40%
04/03/2024,00:41:53,00:00:00,22,38.40%
04/03/2024,00:42:53,00:00:00,22,38.40%
04/03/2024,00:43:53,00:00:00,22,38.40%
04/03/2024,00:44:53,00:00:00,22,38.40%
04/03/2024,00:45:53,00:00:00,22,38.40%
04/03/2024,00:46:53,00:00:00,22,38.40%
04/03/2024,00:47:53,00:00:00,21.9,38.40%
04/03/2024,00:48:53,00:00:00,22,38.40%
04/03/2024,00:49:53,00:00:00,21.9,38.40%
04/03/2024,00:50:53,00:00:00,22,38.40%
04/03/2024,00:51:53,00:00:00,22,38.40%
04/03/2024,00:52:53,00:00:00,22,38.50%
04/03/2024,00:53:53,00:00:00,21.9,38.40%
04/03/2024,00:54:53,00:00:00,21.9,38.40%
04/03/2024,00:55:53,00:00:00,22,38.40%
04/03/2024,00:56:53,00:00:00,22,38.40%
04/03/2024,00:57:53,00:00:00,22,38.40%
04/03/2024,00:58:53,00:00:00,22,38.40%
04/03/2024,00:59:53,00:00:00,22,38.40%
04/03/2024,01:00:53,01:00:00,22,38.50%
04/03/2024,01:01:53,01:00:00,21.9,38.50%
04/03/2024,01:02:53,01:00:00,22,38.40%
04/03/2024,01:03:53,01:00:00,21.9,38.40%
04/03/2024,01:04:53,01:00:00,22,38.40%
04/03/2024,01:05:53,01:00:00,21.9,38.40%
04/03/2024,01:06:53,01:00:00,22,38.40%
04/03/2024,01:07:53,01:00:00,22,38.50%
04/03/2024,01:08:53,01:00:00,22,38.50%
04/03/2024,01:09:53,01:00:00,21.9,38.50%
04/03/2024,01:10:53,01:00:00,21.9,38.40%
04/03/2024,01:11:53,01:00:00,22,38.50%
04/03/2024,01:12:53,01:00:00,21.9,38.40%
04/03/2024,01:13:53,01:00:00,21.9,38.50%
04/03/2024,01:14:53,01:00:00,21.9,38.50%
04/03/2024,01:15:53,01:00:00,21.9,38.50%
04/03/2024,01:16:53,01:00:00,22,38.50%
04/03/2024,01:17:53,01:00:00,22,38.50%
04/03/2024,01:18:53,01:00:00,21.9,38.50%
04/03/2024,01:19:53,01:00:00,21.9,38.50%
04/03/2024,01:20:53,01:00:00,21.9,38.50%
04/03/2024,01:21:53,01:00:00,21.9,38.50%
04/03/2024,01:22:53,01:00:00,21.9,38.50%
04/03/2024,01:23:53,01:00:00,21.9,38.50%
04/03/2024,01:24:53,01:00:00,21.9,38.50%
04/03/2024,01:25:53,01:00:00,21.9,38.50%
04/03/2024,01:26:53,01:00:00,21.9,38.50%
04/03/2024,01:27:53,01:00:00,21.9,38.50%
04/03/2024,01:28:53,01:00:00,21.9,38.50%
04/03/2024,01:29:53,01:00:00,21.9,38.50%
04/03/2024,01:30:53,01:00:00,21.9,38.50%
04/03/2024,01:31:53,01:00:00,21.9,38.50%
04/03/2024,01:32:53,01:00:00,21.9,38.50%
04/03/2024,01:33:53,01:00:00,21.9,38.60%
04/03/2024,01:34:53,01:00:00,21.9,38.60%
04/03/2024,01:35:53,01:00:00,21.9,38.50%
04/03/2024,01:36:53,01:00:00,21.9,38.50%
